term_str,n,p,port_stem,stop,df,tf_sum,tf_mean,tf_max,tfidf_sum,tfidf_mean,tfidf_max,tfth_sum,tfth_mean,tfth_max,th_sum,th_mean,th_max
'better,3,1.8588166773032286e-05,'better,0,2.0,0.002147853294335822,4.052553385539287e-05,0.0010940861136850264,0.010154879523691283,0.00019160150044700535,0.005172752115944993,4.5500770036078665e-05,8.585050950203522e-07,2.3177449218589846e-05,0.021184300695056935,0.00039970378669918746,0.01076149446020822
'bill,10,6.196055591010763e-05,'bill,0,6.0,0.00745980757457665,0.000140751086312767,0.0038550194163873702,0.0234458615506468,0.0004423747462386189,0.012116163936950197,0.0005108493635224908,9.638667236273411e-06,0.00026399262923884376,0.06848023335930108,0.001292079874703794,0.03091357864058277
'bister,1,6.196055591010763e-06,'bister,0,1.0,0.0007294276739207759,1.3762786300391998e-05,0.0007293896989218582,0.0041781036935752665,7.883214516179748e-05,0.004177886175802205,5.545207267508641e-06,1.0462655221714417e-07,5.5449185764601495e-06,0.007602134475790278,0.0001434364995432128,0.007600986503652774
'blathers,1,6.196055591010763e-06,'blather,0,1.0,0.0007385853663287611,1.3935572949599267e-05,0.0007385474004875358,0.004230558227235563,7.982185334406724e-05,0.004230340761917035,5.6754911907051775e-06,1.070847394472675e-07,5.675199450836985e-06,0.007684272461172603,0.00014498627285231328,0.007683124753700454
'bless,7,4.337238913707534e-05,'bless,0,5.0,0.004475460751508472,8.44426556888391e-05,0.0014214541219927195,0.015243385125666944,0.0002876110401069235,0.004841461879136927,0.00020066703104719468,3.7861703971168807e-06,6.373399170888379e-05,0.044837178156362775,0.0008459844935162788,0.013444705474625961
'blessed,1,6.196055591010763e-06,'bless,0,1.0,0.000654913010996166,1.2356849264078604e-05,0.0006548749614825852,0.0037512896316445115,7.077904965367003e-05,0.003751071687057387,4.536864378658523e-06,8.560121469167025e-08,4.536600793296969e-06,0.006927430517463155,0.0001307062361785501,0.006926280385425989
'blood,1,6.196055591010763e-06,'blood,0,1.0,0.0005235960114953387,9.879170028213939e-06,0.0005235578306647586,0.0029991163041718587,5.658710007871432e-05,0.0029988976074114063,2.988477154016667e-06,5.638636139654088e-08,2.9882592330673e-06,0.005707601067246235,0.00010769058617445726,0.005706447098023028
'blowed,1,6.196055591010763e-06,'blow,0,1.0,0.0008305961845020072,1.5671626122679382e-05,0.0008305583106716,0.004757588874691195,8.976582782436217e-05,0.004757371936403313,7.060709010219828e-06,1.3322092472112885e-07,7.060387053412663e-06,0.008500772266914702,0.00016039192956442835,0.008499627209864257
'bolter,2,1.2392111182021525e-05,'bolter,0,2.0,0.002288468736181318,4.317865539964751e-05,0.001517427820143005,0.010819698147420044,0.00020414524806452913,0.007174278029177359,5.076617877208996e-05,9.578524296620747e-07,3.366181533231971e-05,0.022183470531828897,0.00041855604777035657,0.014209431420744014
'both,1,6.196055591010763e-06,'both,0,1.0,0.0008130398360496903,1.5340374265088497e-05,0.0008130019446629347,0.00465702750728373,8.786844353365528e-05,0.004656810468434481,6.78576566400468e-06,1.2803331441518264e-07,6.785449416190234e-06,0.008346166280086128,0.00015747483547332318,0.008345020718503755
'bow,2,1.2392111182021525e-05,'bow,0,2.0,0.0010906432642551712,2.057817479726738e-05,0.0006042263458921146,0.005156474597703597,9.72919735415773e-05,0.0028567340999293067,1.2885745327148498e-05,2.4312727032355656e-07,7.138820793466804e-06,0.011814812184209938,0.00022292098460773469,0.006460764697751534
'boy,1,6.196055591010763e-06,'boy,0,1.0,0.00048641752258879787,9.177689105449016e-06,0.00048637930457972906,0.0027861608770943336,5.256907315272328e-05,0.0027859419673784544,2.6043115148196766e-06,4.9137953109805217e-08,2.6041068930771e-06,0.005354065990384312,0.0001010201130261191,0.005352910926599636
'brass,1,6.196055591010763e-06,'brass,0,1.0,0.00035578265080663326,6.712880203898741e-06,0.0003557443021626925,0.0020378947229340314,3.845084382894399e-05,0.0020376750649519974,1.4504816731605884e-06,2.7367578738879024e-08,1.4503253305027872e-06,0.004076875783212151,7.692218458890851e-05,0.004075716838476568
'break,1,6.196055591010763e-06,'break,0,1.0,0.0004636432900877697,8.747986605429616e-06,0.0004636050493044682,0.0026557118849147147,5.010777141348518e-05,0.0026554928447498436,2.381038447331292e-06,4.492525372323192e-08,2.380842061926297e-06,0.005135496400434375,9.689615849876179e-05,0.005134340664153441
'bring,3,1.8588166773032286e-05,'bring,0,3.0,0.0021061316408732345,3.97383328466648e-05,0.0008305583106716,0.008725614833394159,0.00016463424213951244,0.0034409681593265155,4.6379319422183214e-05,8.750814985317587e-07,1.8289801283938615e-05,0.022021092377185716,0.00041549230900350404,0.008499627209864257
'brittles,2,1.2392111182021525e-05,'brittl,0,2.0,0.0019348093559014871,3.650583690380164e-05,0.0013850226251806712,0.009147624729446888,0.00017259669300843185,0.006548276799624514,3.696708936250365e-05,6.974922521227103e-07,2.6462687395000474e-05,0.0191063213798031,0.00036049662980760567,0.013152001362029157
'broken,1,6.196055591010763e-06,'broken,0,1.0,0.0006840282788874667,1.2906193941272957e-05,0.0006839902584891539,0.0039180595701391804,7.392565226677699e-05,0.0039178417923219945,4.919834202717693e-06,9.282706042863571e-08,4.919560743181306e-06,0.007192442702397515,0.000135706466082972,0.007191293415686113
'bull,1,6.196055591010763e-06,'bull,0,1.0,0.0006653700120872313,1.2554151171457194e-05,0.0006653319730306516,0.003811186502087414,7.190917928466819e-05,0.00381096861739716,4.672775578853664e-06,8.81655769595031e-08,4.672508437306259e-06,0.007022822630968012,0.00013250608737675496,0.007021672802747615
'burn,1,6.196055591010763e-06,'burn,0,1.0,0.0007294276739207759,1.3762786300391998e-05,0.0007293896989218582,0.0041781036935752665,7.883214516179748e-05,0.004177886175802205,5.545207267508641e-06,1.0462655221714417e-07,5.5449185764601495e-06,0.007602134475790278,0.0001434364995432128,0.007600986503652774
'but,78,0.0004832923360988395,'but,0,31.0,0.04606444897813296,0.0008691405467572257,0.004155065105499534,0.03564117636255988,0.000672475025708677,0.003214874192749534,0.019259765722051254,0.00036339180607643874,0.001737252529163645,0.4181047673270543,0.00788876919485008,0.03287035939816452
'by,11,6.81566115011184e-05,'bi,0,8.0,0.007958758085782213,0.0001501652469015512,0.0018181486353495435,0.02171085897512556,0.0004096388485872747,0.004959764851806187,0.0006194589503115264,1.168790472285899e-05,0.00014151308948263732,0.07783361972242225,0.0014685588626872123,0.016551178178329167
'ca,2,1.2392111182021525e-05,'ca,0,2.0,0.0009745250366053503,1.8387264841610382e-05,0.000555552843225831,0.004607476854050387,8.693352554812051e-05,0.0026266096510781487,1.0436801872205475e-05,1.9692079004161274e-07,5.949764999866805e-06,0.010709629286242783,0.00020206847709892045,0.0060076307998577294
'call,2,1.2392111182021525e-05,'call,0,2.0,0.0011899196633581082,2.2451314402983173e-05,0.0007107274163597124,0.005625845515677753,0.00010614802859769346,0.0033602626894259392,1.5133352697918254e-05,2.8553495656449534e-07,9.039004056372828e-06,0.012717961694329826,0.00023996154140244955,0.007433083002166304
'can,3,1.8588166773032286e-05,'can,0,3.0,0.002076059668731564,3.9170937145878565e-05,0.0008333268139464115,0.008601027917222108,0.0001622835456079643,0.0034524379519891334,4.517122981947617e-05,8.52287355084456e-07,1.81316546891468e-05,0.021758155846780165,0.0004105312423920786,0.008523958295236828
'carry,2,1.2392111182021525e-05,'carri,0,2.0,0.0011765585388089736,2.219921771337686e-05,0.0006548749614825852,0.005562675181625933,0.00010495613550237609,0.0030961967255748015,1.4843200632063612e-05,2.800603892842191e-07,8.261756743562386e-06,0.01261577740712276,0.00023803353598344831,0.006926280385425989
'caught,1,6.196055591010763e-06,'caught,0,1.0,0.00046321382986346427,8.739883582329514e-06,0.00046317558865070275,0.002653251970911496,5.0061357941726335e-05,0.0026530329282867106,2.3769166905983486e-06,4.484748472827073e-08,2.3767204611876056e-06,0.005131359509060775,9.681810394454292e-05,0.005130203760083129
'cause,4,2.478422236404305e-05,'caus,0,4.0,0.0027010612160384595,5.096341917053697e-05,0.0007955390428262644,0.010069341356297116,0.00018998757276032294,0.00296570627015566,7.667398028756877e-05,1.4466788733503542e-06,2.2582659187974447e-05,0.02838661331786605,0.0005355964776955858,0.008190694683000295
'cept,1,6.196055591010763e-06,'cept,0,1.0,0.0005461851912262255,1.0305380966532557e-05,0.000546147032984825,0.0031285053288042084,5.902840243026808e-05,0.003128286761432781,3.2337035470639517e-06,6.101327447290475e-08,3.2334776302091036e-06,0.005920525856448162,0.00011170803502732381,0.005919372550388014
'certain,1,6.196055591010763e-06,'certain,0,1.0,0.0004436923435162229,8.371553651249489e-06,0.0004436540827819749,0.0025414344499596554,4.79515933954652e-05,0.0025412152955173488,2.193037459716516e-06,4.137806527767011e-08,2.1928483484445534e-06,0.004942698452573885,9.325846136931858e-05,0.00494154212584092
'certainly,10,6.196055591010763e-05,'certainli,0,9.0,0.006472483642224905,0.00012212233287216802,0.0013850226251806712,0.016556583727210628,0.0003123883722115213,0.0035428815776817114,0.0004328791442098134,8.167531022826668e-06,9.26301929584089e-05,0.06687991320454106,0.0012618851548026615,0.013152001362029157
'change,2,1.2392111182021525e-05,'chang,0,1.0,0.0008873459826445589,1.6742377031029413e-05,0.0008873077219103108,0.00508264720426425,9.589900385404245e-05,0.005082428049821943,7.983388409440717e-06,1.506299699894475e-07,7.98304418034822e-06,0.008996928555024057,0.00016975336896271807,0.00899577222829109
'charity,1,6.196055591010763e-06,'chariti,0,1.0,0.00046321382986346427,8.739883582329514e-06,0.00046317558865070275,0.002653251970911496,5.0061357941726335e-05,0.0026530329282867106,2.3769166905983486e-06,4.484748472827073e-08,2.3767204611876056e-06,0.005131359509060775,9.681810394454292e-05,0.005130203760083129
'charley,3,1.8588166773032286e-05,'charley,0,3.0,0.0019490750768101687,3.677500144924846e-05,0.0008305583106716,0.008074936092105979,0.00015235728475671657,0.0034409681593265155,4.0075632299828156e-05,7.561440056571351e-07,1.7077407565292736e-05,0.020561358962844795,0.00038795016911027914,0.008499627209864257
'charlotte,1,6.196055591010763e-06,'charlott,0,1.0,0.001053767727693579,1.988240995648262e-05,0.0010537300770347147,0.00603589772181463,0.00011388486267574773,0.006035682061835597,1.0983234578471292e-05,2.0723084110323192e-07,1.0982842152315627e-05,0.010422823066057175,0.00019665703898221084,0.010421684379221214
'cheap,1,6.196055591010763e-06,'cheap,0,1.0,0.0005216842322006943,9.843098720767818e-06,0.000521646049458335,0.002988165784445455,5.638048649897085e-05,0.002987947076734483,2.96813130807341e-06,5.600247751081905e-08,2.967914066711625e-06,0.005689517000643324,0.00010734937737062876,0.00568836297523125
'civil,2,1.2392111182021525e-05,'civil,0,1.0,0.0010384545949655357,1.959348292387803e-05,0.0010384164097855936,0.0059481853156382325,0.00011222991161581571,0.005947966593964982,1.0689138875689168e-05,2.016818655790409e-07,1.0688745823654565e-05,0.010293313667742903,0.00019421346542911137,0.01029215957067348
'clasp,1,6.196055591010763e-06,'clasp,0,1.0,0.0007294276739207759,1.3762786300391998e-05,0.0007293896989218582,0.0041781036935752665,7.883214516179748e-05,0.004177886175802205,5.545207267508641e-06,1.0462655221714417e-07,5.5449185764601495e-06,0.007602134475790278,0.0001434364995432128,0.007600986503652774
'clear,1,6.196055591010763e-06,'clear,0,1.0,0.0007107654100208941,1.3410668113601776e-05,0.0007107274163597124,0.004071207730454677,7.681524019725805e-05,0.004070990105785652,5.2839946103631004e-06,9.969801151628491e-08,5.2837121566898045e-06,0.007434231514175358,0.0001402685191353841,0.007433083002166304
'clever,1,6.196055591010763e-06,'clever,0,1.0,0.0008097483617110843,1.5278270975680837e-05,0.0008097104670328542,0.004638174204093957,8.751272083196146e-05,0.004637957146391406,6.734774398122512e-06,1.2707121505891532e-07,6.734459223531447e-06,0.008317120128395469,0.0001569267948753862,0.008315974472162629
'coals,1,6.196055591010763e-06,'coal,0,1.0,0.0006840282788874667,1.2906193941272957e-05,0.0006839902584891539,0.0039180595701391804,7.392565226677699e-05,0.0039178417923219945,4.919834202717693e-06,9.282706042863571e-08,4.919560743181306e-06,0.007192442702397515,0.000135706466082972,0.007191293415686113
'cod,1,6.196055591010763e-06,'cod,0,1.0,0.00048523757033374227,9.155425855353629e-06,0.000485199351144721,0.002779402204437192,5.244155102711683e-05,0.0027791832879626396,2.592517653975302e-06,4.891542743349626e-08,2.592313457251231e-06,0.005342780140029533,0.00010080717245338743,0.00534162504144068
'cold,1,6.196055591010763e-06,'cold,0,1.0,0.0009615673768248258,1.8142780694808032e-05,0.0009615296339656109,0.005507781446155598,0.00010392040464444525,0.005507565258060288,9.26754570312223e-06,1.7485935288909867e-07,9.267181939041657e-06,0.009637957699567996,0.00018184825848241502,0.009636816390167084
'come,37,0.0002292540568673982,'come,0,21.0,0.021904135603186038,0.00041328557741860446,0.003092750777272959,0.02925522992023273,0.0005519854701930704,0.004130687314679444,0.004634939577070578,8.745169013340714e-05,0.0006544295214056839,0.21160111775405607,0.003992473919887851,0.025783934480164722
'coming,2,1.2392111182021525e-05,'come,0,1.0,0.001138335771952286,2.1478033433062e-05,0.0011382976367129325,0.006520296752326488,0.00012302446702502806,0.006520078316708955,1.2672476004660321e-05,2.391033208426476e-07,1.2672051465681975e-05,0.011132458732212708,0.0002100463911738247,0.011131306100051225
'compose,2,1.2392111182021525e-05,'compos,0,2.0,0.0011704070970883775,2.2083152775252405e-05,0.0006839902584891539,0.005533591654490074,0.0001044073897073599,0.00323385153383284,1.4683153311513151e-05,2.7704062851911605e-07,8.580889379398045e-06,0.012545338581798111,0.0002367045015433606,0.007191293415686113
'conkey,1,6.196055591010763e-06,'conkey,0,1.0,0.0004876032278724436,9.200060903253652e-06,0.0004875650110490799,0.0027929525026416106,5.2697217030973787e-05,0.002792733599717357,2.6161876785269913e-06,4.936203167032059e-08,2.6159826298794802e-06,0.005365402706504193,0.00010123401333026778,0.005364247677689222
